"CellID"	"Plate"	"Well"	"Type"
"21698_7_1"	"0869"	"A01"	"50cells HCC6"
"21698_7_2"	"0869"	"A02"	"25cells HCC6"
"21698_7_3"	"0869"	"A03"	"HCC6"
"21698_7_4"	"0869"	"A04"	"HCC6"
"21698_7_5"	"0869"	"A05"	"HCC6"
"21698_7_6"	"0869"	"A06"	"HCC6"
"21698_7_7"	"0869"	"A07"	"HCC6"
"21698_7_8"	"0869"	"A08"	"HCC6"
"21698_7_9"	"0869"	"A09"	"HCC10"
"21698_7_10"	"0869"	"A10"	"HCC10"
"21698_7_11"	"0869"	"A11"	"HCC10"
"21698_7_12"	"0869"	"A12"	"HCC10"
"21698_7_13"	"0869"	"A13"	"HCC10"
"21698_7_14"	"0869"	"A14"	"HCC10"
"21698_7_15"	"0869"	"A15"	"HCC10"
"21698_7_16"	"0869"	"A16"	"HCC10"
"21698_7_17"	"0869"	"A17"	"CCA1"
"21698_7_18"	"0869"	"A18"	"CCA1"
"21698_7_19"	"0869"	"A19"	"CCA1"
"21698_7_20"	"0869"	"A20"	"CCA1"
"21698_7_21"	"0869"	"A21"	"CCA1"
"21698_7_22"	"0869"	"A22"	"CCA1"
"21698_7_23"	"0869"	"A23"	"CCA1"
"21698_7_24"	"0869"	"A24"	"CCA1"
"21698_7_25"	"0869"	"B01"	"50cells HCC10"
"21698_7_26"	"0869"	"B02"	"25cells HCC10"
"21698_7_27"	"0869"	"B03"	"HCC6"
"21698_7_28"	"0869"	"B04"	"HCC6"
"21698_7_29"	"0869"	"B05"	"HCC6"
"21698_7_30"	"0869"	"B06"	"HCC6"
"21698_7_31"	"0869"	"B07"	"HCC6"
"21698_7_32"	"0869"	"B08"	"HCC6"
"21698_7_33"	"0869"	"B09"	"HCC10"
"21698_7_34"	"0869"	"B10"	"HCC10"
"21698_7_35"	"0869"	"B11"	"HCC10"
"21698_7_36"	"0869"	"B12"	"HCC10"
"21698_7_37"	"0869"	"B13"	"HCC10"
"21698_7_38"	"0869"	"B14"	"HCC10"
"21698_7_39"	"0869"	"B15"	"HCC10"
"21698_7_40"	"0869"	"B16"	"HCC10"
"21698_7_41"	"0869"	"B17"	"CCA1"
"21698_7_42"	"0869"	"B18"	"CCA1"
"21698_7_43"	"0869"	"B19"	"CCA1"
"21698_7_44"	"0869"	"B20"	"CCA1"
"21698_7_45"	"0869"	"B21"	"CCA1"
"21698_7_46"	"0869"	"B22"	"CCA1"
"21698_7_47"	"0869"	"B23"	"CCA1"
"21698_7_48"	"0869"	"B24"	"CCA1"
"21698_7_49"	"0869"	"C01"	"50cells CCA1"
"21698_7_50"	"0869"	"C02"	"25cells CCA1"
"21698_7_51"	"0869"	"C03"	"HCC6"
"21698_7_52"	"0869"	"C04"	"HCC6"
"21698_7_53"	"0869"	"C05"	"HCC6"
"21698_7_54"	"0869"	"C06"	"HCC6"
"21698_7_55"	"0869"	"C07"	"HCC6"
"21698_7_56"	"0869"	"C08"	"HCC6"
"21698_7_57"	"0869"	"C09"	"HCC10"
"21698_7_58"	"0869"	"C10"	"HCC10"
"21698_7_59"	"0869"	"C11"	"HCC10"
"21698_7_60"	"0869"	"C12"	"HCC10"
"21698_7_61"	"0869"	"C13"	"HCC10"
"21698_7_62"	"0869"	"C14"	"HCC10"
"21698_7_63"	"0869"	"C15"	"HCC10"
"21698_7_64"	"0869"	"C16"	"HCC10"
"21698_7_65"	"0869"	"C17"	"CCA1"
"21698_7_66"	"0869"	"C18"	"CCA1"
"21698_7_67"	"0869"	"C19"	"CCA1"
"21698_7_68"	"0869"	"C20"	"CCA1"
"21698_7_69"	"0869"	"C21"	"CCA1"
"21698_7_70"	"0869"	"C22"	"CCA1"
"21698_7_71"	"0869"	"C23"	"CCA1"
"21698_7_72"	"0869"	"C24"	"CCA1"
"21698_7_73"	"0869"	"D01"	"HCC6"
"21698_7_74"	"0869"	"D02"	"HCC6"
"21698_7_75"	"0869"	"D03"	"HCC6"
"21698_7_76"	"0869"	"D04"	"HCC6"
"21698_7_77"	"0869"	"D05"	"HCC6"
"21698_7_78"	"0869"	"D06"	"HCC6"
"21698_7_79"	"0869"	"D07"	"HCC6"
"21698_7_80"	"0869"	"D08"	"HCC6"
"21698_7_81"	"0869"	"D09"	"HCC10"
"21698_7_82"	"0869"	"D10"	"HCC10"
"21698_7_83"	"0869"	"D11"	"HCC10"
"21698_7_84"	"0869"	"D12"	"HCC10"
"21698_7_85"	"0869"	"D13"	"HCC10"
"21698_7_86"	"0869"	"D14"	"HCC10"
"21698_7_87"	"0869"	"D15"	"HCC10"
"21698_7_88"	"0869"	"D16"	"HCC10"
"21698_7_89"	"0869"	"D17"	"CCA1"
"21698_7_90"	"0869"	"D18"	"CCA1"
"21698_7_91"	"0869"	"D19"	"CCA1"
"21698_7_92"	"0869"	"D20"	"CCA1"
"21698_7_93"	"0869"	"D21"	"CCA1"
"21698_7_94"	"0869"	"D22"	"CCA1"
"21698_7_95"	"0869"	"D23"	"CCA1"
"21698_7_96"	"0869"	"D24"	"CCA1"
"21698_7_97"	"0869"	"E01"	"HCC6"
"21698_7_98"	"0869"	"E02"	"HCC6"
"21698_7_99"	"0869"	"E03"	"HCC6"
"21698_7_100"	"0869"	"E04"	"HCC6"
"21698_7_101"	"0869"	"E05"	"HCC6"
"21698_7_102"	"0869"	"E06"	"HCC6"
"21698_7_103"	"0869"	"E07"	"HCC6"
"21698_7_104"	"0869"	"E08"	"HCC6"
"21698_7_105"	"0869"	"E09"	"HCC10"
"21698_7_106"	"0869"	"E10"	"HCC10"
"21698_7_107"	"0869"	"E11"	"HCC10"
"21698_7_108"	"0869"	"E12"	"HCC10"
"21698_7_109"	"0869"	"E13"	"HCC10"
"21698_7_110"	"0869"	"E14"	"HCC10"
"21698_7_111"	"0869"	"E15"	"HCC10"
"21698_7_112"	"0869"	"E16"	"HCC10"
"21698_7_113"	"0869"	"E17"	"CCA1"
"21698_7_114"	"0869"	"E18"	"CCA1"
"21698_7_115"	"0869"	"E19"	"CCA1"
"21698_7_116"	"0869"	"E20"	"CCA1"
"21698_7_117"	"0869"	"E21"	"CCA1"
"21698_7_118"	"0869"	"E22"	"CCA1"
"21698_7_119"	"0869"	"E23"	"CCA1"
"21698_7_120"	"0869"	"E24"	"CCA1"
"21698_7_121"	"0869"	"F01"	"HCC6"
"21698_7_122"	"0869"	"F02"	"HCC6"
"21698_7_123"	"0869"	"F03"	"HCC6"
"21698_7_124"	"0869"	"F04"	"HCC6"
"21698_7_125"	"0869"	"F05"	"HCC6"
"21698_7_126"	"0869"	"F06"	"HCC6"
"21698_7_127"	"0869"	"F07"	"HCC6"
"21698_7_128"	"0869"	"F08"	"HCC6"
"21698_7_129"	"0869"	"F09"	"HCC10"
"21698_7_130"	"0869"	"F10"	"HCC10"
"21698_7_131"	"0869"	"F11"	"HCC10"
"21698_7_132"	"0869"	"F12"	"HCC10"
"21698_7_133"	"0869"	"F13"	"HCC10"
"21698_7_134"	"0869"	"F14"	"HCC10"
"21698_7_135"	"0869"	"F15"	"HCC10"
"21698_7_136"	"0869"	"F16"	"HCC10"
"21698_7_137"	"0869"	"F17"	"CCA1"
"21698_7_138"	"0869"	"F18"	"CCA1"
"21698_7_139"	"0869"	"F19"	"CCA1"
"21698_7_140"	"0869"	"F20"	"CCA1"
"21698_7_141"	"0869"	"F21"	"CCA1"
"21698_7_142"	"0869"	"F22"	"CCA1"
"21698_7_143"	"0869"	"F23"	"CCA1"
"21698_7_144"	"0869"	"F24"	"CCA1"
"21698_7_145"	"0869"	"G01"	"HCC6"
"21698_7_146"	"0869"	"G02"	"HCC6"
"21698_7_147"	"0869"	"G03"	"HCC6"
"21698_7_148"	"0869"	"G04"	"HCC6"
"21698_7_149"	"0869"	"G05"	"HCC6"
"21698_7_150"	"0869"	"G06"	"HCC6"
"21698_7_151"	"0869"	"G07"	"HCC6"
"21698_7_152"	"0869"	"G08"	"HCC6"
"21698_7_153"	"0869"	"G09"	"HCC10"
"21698_7_154"	"0869"	"G10"	"HCC10"
"21698_7_155"	"0869"	"G11"	"HCC10"
"21698_7_156"	"0869"	"G12"	"HCC10"
"21698_7_157"	"0869"	"G13"	"HCC10"
"21698_7_158"	"0869"	"G14"	"HCC10"
"21698_7_159"	"0869"	"G15"	"HCC10"
"21698_7_160"	"0869"	"G16"	"HCC10"
"21698_7_161"	"0869"	"G17"	"CCA1"
"21698_7_162"	"0869"	"G18"	"CCA1"
"21698_7_163"	"0869"	"G19"	"CCA1"
"21698_7_164"	"0869"	"G20"	"CCA1"
"21698_7_165"	"0869"	"G21"	"CCA1"
"21698_7_166"	"0869"	"G22"	"CCA1"
"21698_7_167"	"0869"	"G23"	"CCA1"
"21698_7_168"	"0869"	"G24"	"CCA1"
"21698_7_169"	"0869"	"H01"	"HCC6"
"21698_7_170"	"0869"	"H02"	"HCC6"
"21698_7_171"	"0869"	"H03"	"HCC6"
"21698_7_172"	"0869"	"H04"	"HCC6"
"21698_7_173"	"0869"	"H05"	"HCC6"
"21698_7_174"	"0869"	"H06"	"HCC6"
"21698_7_175"	"0869"	"H07"	"HCC6"
"21698_7_176"	"0869"	"H08"	"HCC6"
"21698_7_177"	"0869"	"H09"	"HCC10"
"21698_7_178"	"0869"	"H10"	"HCC10"
"21698_7_179"	"0869"	"H11"	"HCC10"
"21698_7_180"	"0869"	"H12"	"HCC10"
"21698_7_181"	"0869"	"H13"	"HCC10"
"21698_7_182"	"0869"	"H14"	"HCC10"
"21698_7_183"	"0869"	"H15"	"HCC10"
"21698_7_184"	"0869"	"H16"	"HCC10"
"21698_7_185"	"0869"	"H17"	"CCA1"
"21698_7_186"	"0869"	"H18"	"CCA1"
"21698_7_187"	"0869"	"H19"	"CCA1"
"21698_7_188"	"0869"	"H20"	"CCA1"
"21698_7_189"	"0869"	"H21"	"CCA1"
"21698_7_190"	"0869"	"H22"	"CCA1"
"21698_7_191"	"0869"	"H23"	"CCA1"
"21698_7_192"	"0869"	"H24"	"CCA1"
"21698_7_193"	"0869"	"I01"	"HCC6"
"21698_7_194"	"0869"	"I02"	"HCC6"
"21698_7_195"	"0869"	"I03"	"HCC6"
"21698_7_196"	"0869"	"I04"	"HCC6"
"21698_7_197"	"0869"	"I05"	"HCC6"
"21698_7_198"	"0869"	"I06"	"HCC6"
"21698_7_199"	"0869"	"I07"	"HCC6"
"21698_7_200"	"0869"	"I08"	"HCC6"
"21698_7_201"	"0869"	"I09"	"HCC10"
"21698_7_202"	"0869"	"I10"	"HCC10"
"21698_7_203"	"0869"	"I11"	"HCC10"
"21698_7_204"	"0869"	"I12"	"HCC10"
"21698_7_205"	"0869"	"I13"	"HCC10"
"21698_7_206"	"0869"	"I14"	"HCC10"
"21698_7_207"	"0869"	"I15"	"HCC10"
"21698_7_208"	"0869"	"I16"	"HCC10"
"21698_7_209"	"0869"	"I17"	"CCA1"
"21698_7_210"	"0869"	"I18"	"CCA1"
"21698_7_211"	"0869"	"I19"	"CCA1"
"21698_7_212"	"0869"	"I20"	"CCA1"
"21698_7_213"	"0869"	"I21"	"CCA1"
"21698_7_214"	"0869"	"I22"	"CCA1"
"21698_7_215"	"0869"	"I23"	"CCA1"
"21698_7_216"	"0869"	"I24"	"CCA1"
"21698_7_217"	"0869"	"J01"	"HCC6"
"21698_7_218"	"0869"	"J02"	"HCC6"
"21698_7_219"	"0869"	"J03"	"HCC6"
"21698_7_220"	"0869"	"J04"	"HCC6"
"21698_7_221"	"0869"	"J05"	"HCC6"
"21698_7_222"	"0869"	"J06"	"HCC6"
"21698_7_223"	"0869"	"J07"	"HCC6"
"21698_7_224"	"0869"	"J08"	"HCC6"
"21698_7_225"	"0869"	"J09"	"HCC10"
"21698_7_226"	"0869"	"J10"	"HCC10"
"21698_7_227"	"0869"	"J11"	"HCC10"
"21698_7_228"	"0869"	"J12"	"HCC10"
"21698_7_229"	"0869"	"J13"	"HCC10"
"21698_7_230"	"0869"	"J14"	"HCC10"
"21698_7_231"	"0869"	"J15"	"HCC10"
"21698_7_232"	"0869"	"J16"	"HCC10"
"21698_7_233"	"0869"	"J17"	"CCA1"
"21698_7_234"	"0869"	"J18"	"CCA1"
"21698_7_235"	"0869"	"J19"	"CCA1"
"21698_7_236"	"0869"	"J20"	"CCA1"
"21698_7_237"	"0869"	"J21"	"CCA1"
"21698_7_238"	"0869"	"J22"	"CCA1"
"21698_7_239"	"0869"	"J23"	"CCA1"
"21698_7_240"	"0869"	"J24"	"CCA1"
"21698_7_241"	"0869"	"K01"	"HCC6"
"21698_7_242"	"0869"	"K02"	"HCC6"
"21698_7_243"	"0869"	"K03"	"HCC6"
"21698_7_244"	"0869"	"K04"	"HCC6"
"21698_7_245"	"0869"	"K05"	"HCC6"
"21698_7_246"	"0869"	"K06"	"HCC6"
"21698_7_247"	"0869"	"K07"	"HCC6"
"21698_7_248"	"0869"	"K08"	"HCC6"
"21698_7_249"	"0869"	"K09"	"HCC10"
"21698_7_250"	"0869"	"K10"	"HCC10"
"21698_7_251"	"0869"	"K11"	"HCC10"
"21698_7_252"	"0869"	"K12"	"HCC10"
"21698_7_253"	"0869"	"K13"	"HCC10"
"21698_7_254"	"0869"	"K14"	"HCC10"
"21698_7_255"	"0869"	"K15"	"HCC10"
"21698_7_256"	"0869"	"K16"	"HCC10"
"21698_7_257"	"0869"	"K17"	"CCA1"
"21698_7_258"	"0869"	"K18"	"CCA1"
"21698_7_259"	"0869"	"K19"	"CCA1"
"21698_7_260"	"0869"	"K20"	"CCA1"
"21698_7_261"	"0869"	"K21"	"CCA1"
"21698_7_262"	"0869"	"K22"	"CCA1"
"21698_7_263"	"0869"	"K23"	"CCA1"
"21698_7_264"	"0869"	"K24"	"CCA1"
"21698_7_265"	"0869"	"L01"	"HCC6"
"21698_7_266"	"0869"	"L02"	"HCC6"
"21698_7_267"	"0869"	"L03"	"HCC6"
"21698_7_268"	"0869"	"L04"	"HCC6"
"21698_7_269"	"0869"	"L05"	"HCC6"
"21698_7_270"	"0869"	"L06"	"HCC6"
"21698_7_271"	"0869"	"L07"	"HCC6"
"21698_7_272"	"0869"	"L08"	"HCC6"
"21698_7_273"	"0869"	"L09"	"HCC10"
"21698_7_274"	"0869"	"L10"	"HCC10"
"21698_7_275"	"0869"	"L11"	"HCC10"
"21698_7_276"	"0869"	"L12"	"HCC10"
"21698_7_277"	"0869"	"L13"	"HCC10"
"21698_7_278"	"0869"	"L14"	"HCC10"
"21698_7_279"	"0869"	"L15"	"HCC10"
"21698_7_280"	"0869"	"L16"	"HCC10"
"21698_7_281"	"0869"	"L17"	"CCA1"
"21698_7_282"	"0869"	"L18"	"CCA1"
"21698_7_283"	"0869"	"L19"	"CCA1"
"21698_7_284"	"0869"	"L20"	"CCA1"
"21698_7_285"	"0869"	"L21"	"CCA1"
"21698_7_286"	"0869"	"L22"	"CCA1"
"21698_7_287"	"0869"	"L23"	"CCA1"
"21698_7_288"	"0869"	"L24"	"CCA1"
"21698_7_289"	"0869"	"M01"	"HCC6"
"21698_7_290"	"0869"	"M02"	"HCC6"
"21698_7_291"	"0869"	"M03"	"HCC6"
"21698_7_292"	"0869"	"M04"	"HCC6"
"21698_7_293"	"0869"	"M05"	"HCC6"
"21698_7_294"	"0869"	"M06"	"HCC6"
"21698_7_295"	"0869"	"M07"	"HCC6"
"21698_7_296"	"0869"	"M08"	"HCC6"
"21698_7_297"	"0869"	"M09"	"HCC10"
"21698_7_298"	"0869"	"M10"	"HCC10"
"21698_7_299"	"0869"	"M11"	"HCC10"
"21698_7_300"	"0869"	"M12"	"HCC10"
"21698_7_301"	"0869"	"M13"	"HCC10"
"21698_7_302"	"0869"	"M14"	"HCC10"
"21698_7_303"	"0869"	"M15"	"HCC10"
"21698_7_304"	"0869"	"M16"	"HCC10"
"21698_7_305"	"0869"	"M17"	"CCA1"
"21698_7_306"	"0869"	"M18"	"CCA1"
"21698_7_307"	"0869"	"M19"	"CCA1"
"21698_7_308"	"0869"	"M20"	"CCA1"
"21698_7_309"	"0869"	"M21"	"CCA1"
"21698_7_310"	"0869"	"M22"	"CCA1"
"21698_7_311"	"0869"	"M23"	"CCA1"
"21698_7_312"	"0869"	"M24"	"CCA1"
"21698_7_313"	"0869"	"N01"	"HCC6"
"21698_7_314"	"0869"	"N02"	"HCC6"
"21698_7_315"	"0869"	"N03"	"HCC6"
"21698_7_316"	"0869"	"N04"	"HCC6"
"21698_7_317"	"0869"	"N05"	"HCC6"
"21698_7_318"	"0869"	"N06"	"HCC6"
"21698_7_319"	"0869"	"N07"	"HCC6"
"21698_7_320"	"0869"	"N08"	"HCC6"
"21698_7_321"	"0869"	"N09"	"HCC10"
"21698_7_322"	"0869"	"N10"	"HCC10"
"21698_7_323"	"0869"	"N11"	"HCC10"
"21698_7_324"	"0869"	"N12"	"HCC10"
"21698_7_325"	"0869"	"N13"	"HCC10"
"21698_7_326"	"0869"	"N14"	"HCC10"
"21698_7_327"	"0869"	"N15"	"HCC10"
"21698_7_328"	"0869"	"N16"	"HCC10"
"21698_7_329"	"0869"	"N17"	"CCA1"
"21698_7_330"	"0869"	"N18"	"CCA1"
"21698_7_331"	"0869"	"N19"	"CCA1"
"21698_7_332"	"0869"	"N20"	"CCA1"
"21698_7_333"	"0869"	"N21"	"CCA1"
"21698_7_334"	"0869"	"N22"	"CCA1"
"21698_7_335"	"0869"	"N23"	"CCA1"
"21698_7_336"	"0869"	"N24"	"CCA1"
"21698_7_337"	"0869"	"O01"	"HCC6"
"21698_7_338"	"0869"	"O02"	"HCC6"
"21698_7_339"	"0869"	"O03"	"HCC6"
"21698_7_340"	"0869"	"O04"	"HCC6"
"21698_7_341"	"0869"	"O05"	"HCC6"
"21698_7_342"	"0869"	"O06"	"HCC6"
"21698_7_343"	"0869"	"O07"	"HCC6"
"21698_7_344"	"0869"	"O08"	"HCC6"
"21698_7_345"	"0869"	"O09"	"HCC10"
"21698_7_346"	"0869"	"O10"	"HCC10"
"21698_7_347"	"0869"	"O11"	"HCC10"
"21698_7_348"	"0869"	"O12"	"HCC10"
"21698_7_349"	"0869"	"O13"	"HCC10"
"21698_7_350"	"0869"	"O14"	"HCC10"
"21698_7_351"	"0869"	"O15"	"HCC10"
"21698_7_352"	"0869"	"O16"	"HCC10"
"21698_7_353"	"0869"	"O17"	"CCA1"
"21698_7_354"	"0869"	"O18"	"CCA1"
"21698_7_355"	"0869"	"O19"	"CCA1"
"21698_7_356"	"0869"	"O20"	"CCA1"
"21698_7_357"	"0869"	"O21"	"CCA1"
"21698_7_358"	"0869"	"O22"	"CCA1"
"21698_7_359"	"0869"	"O23"	"CCA1"
"21698_7_360"	"0869"	"O24"	"CCA1"
"21698_7_361"	"0869"	"P01"	"HCC6"
"21698_7_362"	"0869"	"P02"	"HCC6"
"21698_7_363"	"0869"	"P03"	"HCC6"
"21698_7_364"	"0869"	"P04"	"HCC6"
"21698_7_365"	"0869"	"P05"	"HCC6"
"21698_7_366"	"0869"	"P06"	"HCC6"
"21698_7_367"	"0869"	"P07"	"HCC6"
"21698_7_368"	"0869"	"P08"	"HCC6"
"21698_7_369"	"0869"	"P09"	"HCC10"
"21698_7_370"	"0869"	"P10"	"HCC10"
"21698_7_371"	"0869"	"P11"	"HCC10"
"21698_7_372"	"0869"	"P12"	"HCC10"
"21698_7_373"	"0869"	"P13"	"HCC10"
"21698_7_374"	"0869"	"P14"	"HCC10"
"21698_7_375"	"0869"	"P15"	"HCC10"
"21698_7_376"	"0869"	"P16"	"HCC10"
"21698_7_377"	"0869"	"P17"	"CCA1"
"21698_7_378"	"0869"	"P18"	"CCA1"
"21698_7_379"	"0869"	"P19"	"CCA1"
"21698_7_380"	"0869"	"P20"	"CCA1"
"21698_7_381"	"0869"	"P21"	"no" "cells"
"21698_7_382"	"0869"	"P22"	"no" "cells"
"21698_7_383"	"0869"	"P23"	"no" "cells"
"21698_7_384"	"0869"	"P24"	"no" "cells"
"21698_8_1"	"0870"	"A01"	"50cells HCC6"
"21698_8_2"	"0870"	"A02"	"25cells HCC6"
"21698_8_3"	"0870"	"A03"	"CCA1"
"21698_8_4"	"0870"	"A04"	"CCA1"
"21698_8_5"	"0870"	"A05"	"CCA1"
"21698_8_6"	"0870"	"A06"	"CCA1"
"21698_8_7"	"0870"	"A07"	"CCA1"
"21698_8_8"	"0870"	"A08"	"CCA1"
"21698_8_9"	"0870"	"A09"	"HCC6"
"21698_8_10"	"0870"	"A10"	"HCC6"
"21698_8_11"	"0870"	"A11"	"HCC6"
"21698_8_12"	"0870"	"A12"	"HCC6"
"21698_8_13"	"0870"	"A13"	"HCC6"
"21698_8_14"	"0870"	"A14"	"HCC6"
"21698_8_15"	"0870"	"A15"	"HCC6"
"21698_8_16"	"0870"	"A16"	"HCC6"
"21698_8_17"	"0870"	"A17"	"HCC10"
"21698_8_18"	"0870"	"A18"	"HCC10"
"21698_8_19"	"0870"	"A19"	"HCC10"
"21698_8_20"	"0870"	"A20"	"HCC10"
"21698_8_21"	"0870"	"A21"	"HCC10"
"21698_8_22"	"0870"	"A22"	"HCC10"
"21698_8_23"	"0870"	"A23"	"HCC10"
"21698_8_24"	"0870"	"A24"	"HCC10"
"21698_8_25"	"0870"	"B01"	"50cells HCC10"
"21698_8_26"	"0870"	"B02"	"25cells HCC10"
"21698_8_27"	"0870"	"B03"	"CCA1"
"21698_8_28"	"0870"	"B04"	"CCA1"
"21698_8_29"	"0870"	"B05"	"CCA1"
"21698_8_30"	"0870"	"B06"	"CCA1"
"21698_8_31"	"0870"	"B07"	"CCA1"
"21698_8_32"	"0870"	"B08"	"CCA1"
"21698_8_33"	"0870"	"B09"	"HCC6"
"21698_8_34"	"0870"	"B10"	"HCC6"
"21698_8_35"	"0870"	"B11"	"HCC6"
"21698_8_36"	"0870"	"B12"	"HCC6"
"21698_8_37"	"0870"	"B13"	"HCC6"
"21698_8_38"	"0870"	"B14"	"HCC6"
"21698_8_39"	"0870"	"B15"	"HCC6"
"21698_8_40"	"0870"	"B16"	"HCC6"
"21698_8_41"	"0870"	"B17"	"HCC10"
"21698_8_42"	"0870"	"B18"	"HCC10"
"21698_8_43"	"0870"	"B19"	"HCC10"
"21698_8_44"	"0870"	"B20"	"HCC10"
"21698_8_45"	"0870"	"B21"	"HCC10"
"21698_8_46"	"0870"	"B22"	"HCC10"
"21698_8_47"	"0870"	"B23"	"HCC10"
"21698_8_48"	"0870"	"B24"	"HCC10"
"21698_8_49"	"0870"	"C01"	"50cells CCA1"
"21698_8_50"	"0870"	"C02"	"25cells CCA1"
"21698_8_51"	"0870"	"C03"	"CCA1"
"21698_8_52"	"0870"	"C04"	"CCA1"
"21698_8_53"	"0870"	"C05"	"CCA1"
"21698_8_54"	"0870"	"C06"	"CCA1"
"21698_8_55"	"0870"	"C07"	"CCA1"
"21698_8_56"	"0870"	"C08"	"CCA1"
"21698_8_57"	"0870"	"C09"	"HCC6"
"21698_8_58"	"0870"	"C10"	"HCC6"
"21698_8_59"	"0870"	"C11"	"HCC6"
"21698_8_60"	"0870"	"C12"	"HCC6"
"21698_8_61"	"0870"	"C13"	"HCC6"
"21698_8_62"	"0870"	"C14"	"HCC6"
"21698_8_63"	"0870"	"C15"	"HCC6"
"21698_8_64"	"0870"	"C16"	"HCC6"
"21698_8_65"	"0870"	"C17"	"HCC10"
"21698_8_66"	"0870"	"C18"	"HCC10"
"21698_8_67"	"0870"	"C19"	"HCC10"
"21698_8_68"	"0870"	"C20"	"HCC10"
"21698_8_69"	"0870"	"C21"	"HCC10"
"21698_8_70"	"0870"	"C22"	"HCC10"
"21698_8_71"	"0870"	"C23"	"HCC10"
"21698_8_72"	"0870"	"C24"	"HCC10"
"21698_8_73"	"0870"	"D01"	"CCA1"
"21698_8_74"	"0870"	"D02"	"CCA1"
"21698_8_75"	"0870"	"D03"	"CCA1"
"21698_8_76"	"0870"	"D04"	"CCA1"
"21698_8_77"	"0870"	"D05"	"CCA1"
"21698_8_78"	"0870"	"D06"	"CCA1"
"21698_8_79"	"0870"	"D07"	"CCA1"
"21698_8_80"	"0870"	"D08"	"CCA1"
"21698_8_81"	"0870"	"D09"	"HCC6"
"21698_8_82"	"0870"	"D10"	"HCC6"
"21698_8_83"	"0870"	"D11"	"HCC6"
"21698_8_84"	"0870"	"D12"	"HCC6"
"21698_8_85"	"0870"	"D13"	"HCC6"
"21698_8_86"	"0870"	"D14"	"HCC6"
"21698_8_87"	"0870"	"D15"	"HCC6"
"21698_8_88"	"0870"	"D16"	"HCC6"
"21698_8_89"	"0870"	"D17"	"HCC10"
"21698_8_90"	"0870"	"D18"	"HCC10"
"21698_8_91"	"0870"	"D19"	"HCC10"
"21698_8_92"	"0870"	"D20"	"HCC10"
"21698_8_93"	"0870"	"D21"	"HCC10"
"21698_8_94"	"0870"	"D22"	"HCC10"
"21698_8_95"	"0870"	"D23"	"HCC10"
"21698_8_96"	"0870"	"D24"	"HCC10"
"21698_8_97"	"0870"	"E01"	"CCA1"
"21698_8_98"	"0870"	"E02"	"CCA1"
"21698_8_99"	"0870"	"E03"	"CCA1"
"21698_8_100"	"0870"	"E04"	"CCA1"
"21698_8_101"	"0870"	"E05"	"CCA1"
"21698_8_102"	"0870"	"E06"	"CCA1"
"21698_8_103"	"0870"	"E07"	"CCA1"
"21698_8_104"	"0870"	"E08"	"CCA1"
"21698_8_105"	"0870"	"E09"	"HCC6"
"21698_8_106"	"0870"	"E10"	"HCC6"
"21698_8_107"	"0870"	"E11"	"HCC6"
"21698_8_108"	"0870"	"E12"	"HCC6"
"21698_8_109"	"0870"	"E13"	"HCC6"
"21698_8_110"	"0870"	"E14"	"HCC6"
"21698_8_111"	"0870"	"E15"	"HCC6"
"21698_8_112"	"0870"	"E16"	"HCC6"
"21698_8_113"	"0870"	"E17"	"HCC10"
"21698_8_114"	"0870"	"E18"	"HCC10"
"21698_8_115"	"0870"	"E19"	"HCC10"
"21698_8_116"	"0870"	"E20"	"HCC10"
"21698_8_117"	"0870"	"E21"	"HCC10"
"21698_8_118"	"0870"	"E22"	"HCC10"
"21698_8_119"	"0870"	"E23"	"HCC10"
"21698_8_120"	"0870"	"E24"	"HCC10"
"21698_8_121"	"0870"	"F01"	"CCA1"
"21698_8_122"	"0870"	"F02"	"CCA1"
"21698_8_123"	"0870"	"F03"	"CCA1"
"21698_8_124"	"0870"	"F04"	"CCA1"
"21698_8_125"	"0870"	"F05"	"CCA1"
"21698_8_126"	"0870"	"F06"	"CCA1"
"21698_8_127"	"0870"	"F07"	"CCA1"
"21698_8_128"	"0870"	"F08"	"CCA1"
"21698_8_129"	"0870"	"F09"	"HCC6"
"21698_8_130"	"0870"	"F10"	"HCC6"
"21698_8_131"	"0870"	"F11"	"HCC6"
"21698_8_132"	"0870"	"F12"	"HCC6"
"21698_8_133"	"0870"	"F13"	"HCC6"
"21698_8_134"	"0870"	"F14"	"HCC6"
"21698_8_135"	"0870"	"F15"	"HCC6"
"21698_8_136"	"0870"	"F16"	"HCC6"
"21698_8_137"	"0870"	"F17"	"HCC10"
"21698_8_138"	"0870"	"F18"	"HCC10"
"21698_8_139"	"0870"	"F19"	"HCC10"
"21698_8_140"	"0870"	"F20"	"HCC10"
"21698_8_141"	"0870"	"F21"	"HCC10"
"21698_8_142"	"0870"	"F22"	"HCC10"
"21698_8_143"	"0870"	"F23"	"HCC10"
"21698_8_144"	"0870"	"F24"	"HCC10"
"21698_8_145"	"0870"	"G01"	"CCA1"
"21698_8_146"	"0870"	"G02"	"CCA1"
"21698_8_147"	"0870"	"G03"	"CCA1"
"21698_8_148"	"0870"	"G04"	"CCA1"
"21698_8_149"	"0870"	"G05"	"CCA1"
"21698_8_150"	"0870"	"G06"	"CCA1"
"21698_8_151"	"0870"	"G07"	"CCA1"
"21698_8_152"	"0870"	"G08"	"CCA1"
